Tech,zone,index,x,y,gridcell,area,dist
Windonshore,SE,SE33,22.2,67.8,x2225y6775,169.6,0.0
Windonshore,SE,SE33,22.2,68.0,x2225y6800,90.9,0.0
Windonshore,SE,SE33,22.2,68.2,x2225y6825,194.7,0.0
Windonshore,SE,SE33,22.2,68.5,x2225y6850,21.6,0.0
Windonshore,SE,SE33,22.5,65.5,x2250y6550,0.2,0.0
Windonshore,SE,SE33,22.5,65.8,x2250y6575,25.0,0.0
Windonshore,SE,SE33,22.5,66.2,x2250y6625,63.9,0.0
Windonshore,SE,SE33,22.5,66.5,x2250y6650,177.5,0.0
Windonshore,SE,SE33,22.5,66.8,x2250y6675,234.7,0.0
Windonshore,SE,SE33,22.5,67.0,x2250y6700,234.2,0.0
Windonshore,SE,SE33,22.5,67.2,x2250y6725,229.3,0.0
Windonshore,SE,SE33,22.5,67.5,x2250y6750,198.6,0.0
Windonshore,SE,SE33,22.5,67.8,x2250y6775,181.8,0.0
Windonshore,SE,SE33,22.5,68.0,x2250y6800,36.6,0.0
Windonshore,SE,SE33,22.5,68.2,x2250y6825,159.6,0.0
Windonshore,SE,SE33,22.5,68.5,x2250y6850,0.2,0.0
Windonshore,SE,SE33,22.8,65.8,x2275y6575,35.1,0.0
Windonshore,SE,SE33,22.8,66.2,x2275y6625,62.6,0.0
Windonshore,SE,SE33,22.8,66.5,x2275y6650,224.6,0.0
Windonshore,SE,SE33,22.8,66.8,x2275y6675,236.7,0.0
Windonshore,SE,SE33,22.8,67.0,x2275y6700,230.5,0.0
Windonshore,SE,SE33,22.8,67.2,x2275y6725,233.0,0.0
Windonshore,SE,SE33,22.8,67.5,x2275y6750,187.8,0.0
Windonshore,SE,SE33,22.8,67.8,x2275y6775,187.7,0.0
Windonshore,SE,SE33,22.8,68.0,x2275y6800,12.2,0.0
Windonshore,SE,SE33,22.8,68.2,x2275y6825,103.3,0.0
Windonshore,SE,SE33,23.0,65.8,x2300y6575,6.5,0.0
Windonshore,SE,SE33,23.0,66.2,x2300y6625,81.6,0.0
Windonshore,SE,SE33,23.0,66.5,x2300y6650,227.5,0.0
Windonshore,SE,SE33,23.0,66.8,x2300y6675,232.8,0.0
Windonshore,SE,SE33,23.0,67.0,x2300y6700,224.1,0.0
Windonshore,SE,SE33,23.0,67.2,x2300y6725,158.6,0.0
Windonshore,SE,SE33,23.0,67.5,x2300y6750,190.5,0.0
Windonshore,SE,SE33,23.0,67.8,x2300y6775,193.6,0.0
Windonshore,SE,SE33,23.0,68.0,x2300y6800,100.5,0.0
Windonshore,SE,SE33,23.0,68.2,x2300y6825,109.6,0.0
Windonshore,SE,SE33,23.2,66.2,x2325y6625,99.4,0.0
Windonshore,SE,SE33,23.2,66.5,x2325y6650,212.0,0.0
Windonshore,SE,SE33,23.2,66.8,x2325y6675,215.4,0.0
Windonshore,SE,SE33,23.2,67.0,x2325y6700,240.4,0.0
Windonshore,SE,SE33,23.2,67.2,x2325y6725,169.9,0.0
Windonshore,SE,SE33,23.2,67.5,x2325y6750,198.7,0.0
Windonshore,SE,SE33,23.2,67.8,x2325y6775,183.9,0.0
Windonshore,SE,SE33,23.2,68.0,x2325y6800,168.0,0.0
Windonshore,SE,SE33,23.2,68.2,x2325y6825,25.1,0.0
Windonshore,SE,SE33,23.5,66.2,x2350y6625,75.1,0.0
Windonshore,SE,SE33,23.5,66.5,x2350y6650,181.6,0.0
Windonshore,SE,SE33,23.5,66.8,x2350y6675,191.8,0.0
Windonshore,SE,SE33,23.5,67.0,x2350y6700,210.8,0.0
Windonshore,SE,SE33,23.5,67.2,x2350y6725,169.1,0.0
Windonshore,SE,SE33,23.5,67.5,x2350y6750,43.8,0.0
Windonshore,SE,SE33,23.5,67.8,x2350y6775,40.1,0.0
Windonshore,SE,SE33,23.5,68.0,x2350y6800,101.9,0.0
Windonshore,SE,SE33,23.8,66.2,x2375y6625,7.9,0.0
Windonshore,SE,SE33,23.8,66.5,x2375y6650,36.6,0.0
Windonshore,SE,SE33,23.8,66.8,x2375y6675,187.0,0.0
Windonshore,SE,SE33,23.8,67.0,x2375y6700,122.5,0.0
Windonshore,SE,SE33,23.8,67.2,x2375y6725,19.8,0.0
Windonshore,SE,SE33,23.8,68.0,x2375y6800,20.3,0.0
Windonshore,SE,SE33,24.0,66.8,x2400y6675,33.8,0.0
Windonshore,SE,SE33,24.0,67.0,x2400y6700,16.8,0.0
Windonshore,LV,LV00,21.0,56.8,x2100y5675,25.1,0.0
Windonshore,LV,LV00,21.2,56.8,x2125y5675,128.1,0.0
Windonshore,LV,LV00,21.2,57.0,x2125y5700,16.3,0.0
Windonshore,LV,LV00,21.2,57.2,x2125y5725,1.0,0.0
Windonshore,LV,LV00,21.5,56.8,x2150y5675,61.0,0.0
Windonshore,LV,LV00,21.5,57.0,x2150y5700,251.6,0.0
Windonshore,LV,LV00,21.5,57.2,x2150y5725,122.4,0.0
Windonshore,LV,LV00,21.5,57.5,x2150y5750,0.1,0.0
Windonshore,LV,LV00,21.8,56.8,x2175y5675,80.4,0.0
Windonshore,LV,LV00,21.8,57.0,x2175y5700,269.5,0.0
Windonshore,LV,LV00,21.8,57.2,x2175y5725,300.5,0.0
Windonshore,LV,LV00,21.8,57.5,x2175y5750,74.7,0.0
Windonshore,LV,LV00,22.0,56.5,x2200y5650,124.4,0.0
Windonshore,LV,LV00,22.0,56.8,x2200y5675,129.8,0.0
Windonshore,LV,LV00,22.0,57.0,x2200y5700,162.1,0.0
Windonshore,LV,LV00,22.0,57.2,x2200y5725,299.2,0.0
Windonshore,LV,LV00,22.0,57.5,x2200y5750,203.8,0.0
Windonshore,LV,LV00,22.2,56.5,x2225y5650,155.0,0.0
Windonshore,LV,LV00,22.2,56.8,x2225y5675,139.7,0.0
Windonshore,LV,LV00,22.2,57.0,x2225y5700,268.7,0.0
Windonshore,LV,LV00,22.2,57.2,x2225y5725,197.2,0.0
Windonshore,LV,LV00,22.2,57.5,x2225y5750,215.5,0.0
Windonshore,LV,LV00,22.2,57.8,x2225y5775,0.0,0.0
Windonshore,LV,LV00,22.5,56.5,x2250y5650,215.6,0.0
Windonshore,LV,LV00,22.5,56.8,x2250y5675,40.7,0.0
Windonshore,LV,LV00,22.5,57.0,x2250y5700,241.5,0.0
Windonshore,LV,LV00,22.5,57.2,x2250y5725,58.7,0.0
Windonshore,LV,LV00,22.5,57.5,x2250y5750,77.9,0.0
Windonshore,LV,LV00,22.5,57.8,x2250y5775,1.2,0.0
Windonshore,LV,LV00,22.8,56.5,x2275y5650,233.3,0.0
Windonshore,LV,LV00,22.8,56.8,x2275y5675,48.2,0.0
Windonshore,LV,LV00,22.8,57.0,x2275y5700,183.4,0.0
Windonshore,LV,LV00,22.8,57.2,x2275y5725,141.4,0.0
Windonshore,LV,LV00,23.0,56.5,x2300y5650,241.2,0.0
Windonshore,LV,LV00,23.0,56.8,x2300y5675,14.3,0.0
Windonshore,LV,LV00,23.0,57.0,x2300y5700,170.5,0.0
Windonshore,LV,LV00,23.0,57.2,x2300y5725,64.7,0.0
Windonshore,LV,LV00,23.2,56.5,x2325y5650,184.8,0.0
Windonshore,LV,LV00,23.2,56.8,x2325y5675,39.6,0.0
Windonshore,LV,LV00,23.2,57.0,x2325y5700,21.5,0.0
Windonshore,LV,LV00,23.5,56.5,x2350y5650,263.3,0.0
Windonshore,LV,LV00,23.5,56.8,x2350y5675,51.2,0.0
Windonshore,LV,LV00,23.5,57.0,x2350y5700,0.1,0.0
Windonshore,LV,LV00,23.8,56.5,x2375y5650,245.0,0.0
Windonshore,LV,LV00,23.8,56.8,x2375y5675,32.8,0.0
Windonshore,LV,LV00,23.8,57.0,x2375y5700,0.1,0.0
Windonshore,LV,LV00,24.0,56.5,x2400y5650,279.1,0.0
Windonshore,LV,LV00,24.0,56.8,x2400y5675,169.1,0.0
Windonshore,LV,LV00,24.0,57.0,x2400y5700,2.2,0.0
Windonshore,LV,LV00,24.2,56.5,x2425y5650,273.0,0.0
Windonshore,LV,LV00,24.2,56.8,x2425y5675,251.1,0.0
Windonshore,LV,LV00,24.2,57.0,x2425y5700,30.5,0.0
Windonshore,LV,LV00,24.2,57.5,x2425y5750,8.1,0.0
Windonshore,LV,LV00,24.2,57.8,x2425y5775,13.2,0.0
Windonshore,LV,LV00,24.5,56.5,x2450y5650,301.5,0.0
Windonshore,LV,LV00,24.5,56.8,x2450y5675,219.0,0.0
Windonshore,LV,LV00,24.5,57.0,x2450y5700,176.6,0.0
Windonshore,LV,LV00,24.5,57.2,x2450y5725,89.1,0.0
Windonshore,LV,LV00,24.5,57.5,x2450y5750,189.0,0.0
Windonshore,LV,LV00,24.5,57.8,x2450y5775,170.6,0.0
Windonshore,LV,LV00,24.8,56.5,x2475y5650,278.4,0.0
Windonshore,LV,LV00,24.8,56.8,x2475y5675,126.0,0.0
Windonshore,LV,LV00,24.8,57.0,x2475y5700,289.9,0.0
Windonshore,LV,LV00,24.8,57.2,x2475y5725,184.6,0.0
Windonshore,LV,LV00,24.8,57.5,x2475y5750,228.6,0.0
Windonshore,LV,LV00,24.8,57.8,x2475y5775,283.5,0.0
Windonshore,LV,LV00,24.8,58.0,x2475y5800,0.7,0.0
Windonshore,LV,LV00,25.0,56.2,x2500y5625,37.4,0.0
Windonshore,LV,LV00,25.0,56.5,x2500y5650,286.3,0.0
Windonshore,LV,LV00,25.0,56.8,x2500y5675,193.4,0.0
Windonshore,LV,LV00,25.0,57.0,x2500y5700,310.3,0.0
Windonshore,LV,LV00,25.0,57.2,x2500y5725,57.1,0.0
Windonshore,LV,LV00,25.0,57.5,x2500y5750,294.7,0.0
Windonshore,LV,LV00,25.0,57.8,x2500y5775,292.8,0.0
Windonshore,LV,LV00,25.0,58.0,x2500y5800,136.7,0.0
Windonshore,LV,LV00,25.2,56.2,x2525y5625,249.1,0.0
Windonshore,LV,LV00,25.2,56.5,x2525y5650,288.7,0.0
Windonshore,LV,LV00,25.2,56.8,x2525y5675,288.3,0.0
Windonshore,LV,LV00,25.2,57.0,x2525y5700,316.8,0.0
Windonshore,LV,LV00,25.2,57.2,x2525y5725,104.5,0.0
Windonshore,LV,LV00,25.2,57.5,x2525y5750,205.1,0.0
Windonshore,LV,LV00,25.2,57.8,x2525y5775,186.1,0.0
Windonshore,LV,LV00,25.2,58.0,x2525y5800,211.6,0.0
Windonshore,LV,LV00,25.5,56.2,x2550y5625,276.8,0.0
Windonshore,LV,LV00,25.5,56.5,x2550y5650,306.3,0.0
Windonshore,LV,LV00,25.5,56.8,x2550y5675,321.5,0.0
Windonshore,LV,LV00,25.5,57.0,x2550y5700,329.2,0.0
Windonshore,LV,LV00,25.5,57.2,x2550y5725,225.1,0.0
Windonshore,LV,LV00,25.5,57.5,x2550y5750,206.5,0.0
Windonshore,LV,LV00,25.5,57.8,x2550y5775,186.9,0.0
Windonshore,LV,LV00,25.5,58.0,x2550y5800,36.4,0.0
Windonshore,LV,LV00,25.8,56.0,x2575y5600,19.7,0.0
Windonshore,LV,LV00,25.8,56.2,x2575y5625,308.1,0.0
Windonshore,LV,LV00,25.8,56.5,x2575y5650,163.4,0.0
Windonshore,LV,LV00,25.8,56.8,x2575y5675,319.7,0.0
Windonshore,LV,LV00,25.8,57.0,x2575y5700,312.0,0.0
Windonshore,LV,LV00,25.8,57.2,x2575y5725,245.5,0.0
Windonshore,LV,LV00,25.8,57.5,x2575y5750,271.2,0.0
Windonshore,LV,LV00,25.8,57.8,x2575y5775,222.2,0.0
Windonshore,LV,LV00,26.0,56.0,x2600y5600,178.9,0.0
Windonshore,LV,LV00,26.0,56.2,x2600y5625,318.6,0.0
Windonshore,LV,LV00,26.0,56.5,x2600y5650,65.7,0.0
Windonshore,LV,LV00,26.0,56.8,x2600y5675,279.1,0.0
Windonshore,LV,LV00,26.0,57.0,x2600y5700,325.2,0.0
Windonshore,LV,LV00,26.0,57.2,x2600y5725,288.0,0.0
Windonshore,LV,LV00,26.0,57.5,x2600y5750,262.2,0.0
Windonshore,LV,LV00,26.0,57.8,x2600y5775,190.1,0.0
Windonshore,LV,LV00,26.2,55.8,x2625y5575,27.3,0.0
Windonshore,LV,LV00,26.2,56.0,x2625y5600,199.7,0.0
Windonshore,LV,LV00,26.2,56.2,x2625y5625,175.1,0.0
Windonshore,LV,LV00,26.2,56.5,x2625y5650,7.5,0.0
Windonshore,LV,LV00,26.2,56.8,x2625y5675,155.7,0.0
Windonshore,LV,LV00,26.2,57.0,x2625y5700,305.3,0.0
Windonshore,LV,LV00,26.2,57.2,x2625y5725,316.4,0.0
Windonshore,LV,LV00,26.2,57.5,x2625y5750,305.3,0.0
Windonshore,LV,LV00,26.2,57.8,x2625y5775,24.3,0.0
Windonshore,LV,LV00,26.5,55.8,x2650y5575,155.8,0.0
Windonshore,LV,LV00,26.5,56.0,x2650y5600,89.7,0.0
Windonshore,LV,LV00,26.5,56.2,x2650y5625,89.8,0.0
Windonshore,LV,LV00,26.5,56.8,x2650y5675,58.9,0.0
Windonshore,LV,LV00,26.5,57.0,x2650y5700,278.6,0.0
Windonshore,LV,LV00,26.5,57.2,x2650y5725,254.5,0.0
Windonshore,LV,LV00,26.5,57.5,x2650y5750,223.3,0.0
Windonshore,LV,LV00,26.8,55.8,x2675y5575,140.0,0.0
Windonshore,LV,LV00,26.8,56.0,x2675y5600,208.8,0.0
Windonshore,LV,LV00,26.8,56.2,x2675y5625,153.9,0.0
Windonshore,LV,LV00,26.8,56.5,x2675y5650,85.8,0.0
Windonshore,LV,LV00,26.8,56.8,x2675y5675,59.8,0.0
Windonshore,LV,LV00,26.8,57.0,x2675y5700,179.8,0.0
Windonshore,LV,LV00,26.8,57.2,x2675y5725,254.4,0.0
Windonshore,LV,LV00,26.8,57.5,x2675y5750,199.2,0.0
Windonshore,LV,LV00,27.0,55.8,x2700y5575,15.0,0.0
Windonshore,LV,LV00,27.0,56.0,x2700y5600,293.1,0.0
Windonshore,LV,LV00,27.0,56.2,x2700y5625,103.1,0.0
Windonshore,LV,LV00,27.0,56.5,x2700y5650,210.2,0.0
Windonshore,LV,LV00,27.0,56.8,x2700y5675,15.3,0.0
Windonshore,LV,LV00,27.0,57.0,x2700y5700,165.7,0.0
Windonshore,LV,LV00,27.0,57.2,x2700y5725,286.1,0.0
Windonshore,LV,LV00,27.0,57.5,x2700y5750,140.7,0.0
Windonshore,LV,LV00,27.2,56.0,x2725y5600,264.8,0.0
Windonshore,LV,LV00,27.2,56.2,x2725y5625,84.2,0.0
Windonshore,LV,LV00,27.2,56.5,x2725y5650,108.4,0.0
Windonshore,LV,LV00,27.2,56.8,x2725y5675,142.6,0.0
Windonshore,LV,LV00,27.2,57.0,x2725y5700,97.9,0.0
Windonshore,LV,LV00,27.2,57.2,x2725y5725,301.7,0.0
Windonshore,LV,LV00,27.2,57.5,x2725y5750,123.8,0.0
Windonshore,LV,LV00,27.5,56.0,x2750y5600,273.3,0.0
Windonshore,LV,LV00,27.5,56.2,x2750y5625,34.7,0.0
Windonshore,LV,LV00,27.5,56.5,x2750y5650,215.1,0.0
Windonshore,LV,LV00,27.5,56.8,x2750y5675,250.0,0.0
Windonshore,LV,LV00,27.5,57.0,x2750y5700,213.6,0.0
Windonshore,LV,LV00,27.5,57.2,x2750y5725,321.2,0.0
Windonshore,LV,LV00,27.5,57.5,x2750y5750,99.2,0.0
Windonshore,LV,LV00,27.8,56.0,x2775y5600,118.1,0.0
Windonshore,LV,LV00,27.8,56.2,x2775y5625,207.6,0.0
Windonshore,LV,LV00,27.8,56.5,x2775y5650,240.6,0.0
Windonshore,LV,LV00,27.8,56.8,x2775y5675,199.4,0.0
Windonshore,LV,LV00,27.8,57.0,x2775y5700,104.7,0.0
Windonshore,LV,LV00,27.8,57.2,x2775y5725,147.2,0.0
Windonshore,LV,LV00,27.8,57.5,x2775y5750,0.1,0.0
Windonshore,LV,LV00,28.0,56.2,x2800y5625,203.2,0.0
Windonshore,LV,LV00,28.0,56.5,x2800y5650,230.1,0.0
Windonshore,LV,LV00,28.0,56.8,x2800y5675,26.6,0.0
Windonshore,LV,LV00,28.0,57.2,x2800y5725,0.0,0.0
Windonshore,LV,LV00,28.2,56.2,x2825y5625,15.9,0.0
Windonshore,LV,LV00,28.2,56.5,x2825y5650,23.1,0.0
Windonshore,EE,EE00,21.8,58.2,x2175y5825,5.2,0.0
Windonshore,EE,EE00,21.8,58.5,x2175y5850,0.1,0.0
Windonshore,EE,EE00,22.0,58.2,x2200y5825,26.5,0.0
Windonshore,EE,EE00,22.0,58.5,x2200y5850,3.7,0.0
Windonshore,EE,EE00,22.2,58.2,x2225y5825,27.1,0.0
Windonshore,EE,EE00,22.2,58.5,x2225y5850,12.7,0.0
Windonshore,EE,EE00,22.2,59.0,x2225y5900,2.5,0.0
Windonshore,EE,EE00,22.5,58.2,x2250y5825,52.6,0.0
Windonshore,EE,EE00,22.5,58.5,x2250y5850,160.5,0.0
Windonshore,EE,EE00,22.5,58.8,x2250y5875,32.3,0.0
Windonshore,EE,EE00,22.5,59.0,x2250y5900,20.5,0.0
Windonshore,EE,EE00,22.8,58.2,x2275y5825,1.9,0.0
Windonshore,EE,EE00,22.8,58.5,x2275y5850,221.1,0.0
Windonshore,EE,EE00,22.8,58.8,x2275y5875,1.8,0.0
Windonshore,EE,EE00,22.8,59.0,x2275y5900,29.6,0.0
Windonshore,EE,EE00,23.0,58.5,x2300y5850,123.6,0.0
Windonshore,EE,EE00,23.0,59.0,x2300y5900,9.2,0.0
Windonshore,EE,EE00,23.2,58.5,x2325y5850,0.9,0.0
Windonshore,EE,EE00,23.2,59.0,x2325y5900,7.8,0.0
Windonshore,EE,EE00,23.5,59.0,x2350y5900,44.7,0.0
Windonshore,EE,EE00,23.5,59.2,x2350y5925,1.0,0.0
Windonshore,EE,EE00,23.8,58.5,x2375y5850,7.1,0.0
Windonshore,EE,EE00,23.8,59.2,x2375y5925,21.6,0.0
Windonshore,EE,EE00,24.0,58.5,x2400y5850,28.6,0.0
Windonshore,EE,EE00,24.0,58.8,x2400y5875,63.8,0.0
Windonshore,EE,EE00,24.0,59.0,x2400y5900,92.5,0.0
Windonshore,EE,EE00,24.0,59.2,x2400y5925,16.6,0.0
Windonshore,EE,EE00,24.2,58.0,x2425y5800,1.2,0.0
Windonshore,EE,EE00,24.2,58.5,x2425y5850,55.4,0.0
Windonshore,EE,EE00,24.2,58.8,x2425y5875,221.9,0.0
Windonshore,EE,EE00,24.2,59.0,x2425y5900,291.9,0.0
Windonshore,EE,EE00,24.2,59.2,x2425y5925,43.3,0.0
Windonshore,EE,EE00,24.5,58.0,x2450y5800,38.2,0.0
Windonshore,EE,EE00,24.5,58.2,x2450y5825,30.7,0.0
Windonshore,EE,EE00,24.5,58.5,x2450y5850,120.5,0.0
Windonshore,EE,EE00,24.5,58.8,x2450y5875,302.3,0.0
Windonshore,EE,EE00,24.5,59.0,x2450y5900,282.8,0.0
Windonshore,EE,EE00,24.5,59.2,x2450y5925,128.6,0.0
Windonshore,EE,EE00,24.8,58.0,x2475y5800,50.6,0.0
Windonshore,EE,EE00,24.8,58.2,x2475y5825,75.7,0.0
Windonshore,EE,EE00,24.8,58.5,x2475y5850,244.7,0.0
Windonshore,EE,EE00,24.8,58.8,x2475y5875,285.4,0.0
Windonshore,EE,EE00,24.8,59.0,x2475y5900,220.4,0.0
Windonshore,EE,EE00,24.8,59.2,x2475y5925,155.9,0.0
Windonshore,EE,EE00,25.0,58.0,x2500y5800,11.7,0.0
Windonshore,EE,EE00,25.0,58.2,x2500y5825,222.8,0.0
Windonshore,EE,EE00,25.0,58.5,x2500y5850,208.2,0.0
Windonshore,EE,EE00,25.0,58.8,x2500y5875,281.3,0.0
Windonshore,EE,EE00,25.0,59.0,x2500y5900,245.3,0.0
Windonshore,EE,EE00,25.0,59.2,x2500y5925,234.9,0.0
Windonshore,EE,EE00,25.0,59.5,x2500y5950,3.3,0.0
Windonshore,EE,EE00,25.2,58.0,x2525y5800,24.4,0.0
Windonshore,EE,EE00,25.2,58.2,x2525y5825,295.2,0.0
Windonshore,EE,EE00,25.2,58.5,x2525y5850,218.5,0.0
Windonshore,EE,EE00,25.2,58.8,x2525y5875,261.3,0.0
Windonshore,EE,EE00,25.2,59.0,x2525y5900,305.0,0.0
Windonshore,EE,EE00,25.2,59.2,x2525y5925,285.4,0.0
Windonshore,EE,EE00,25.2,59.5,x2525y5950,9.9,0.0
Windonshore,EE,EE00,25.5,58.0,x2550y5800,154.5,0.0
Windonshore,EE,EE00,25.5,58.2,x2550y5825,236.0,0.0
Windonshore,EE,EE00,25.5,58.5,x2550y5850,280.8,0.0
Windonshore,EE,EE00,25.5,58.8,x2550y5875,245.6,0.0
Windonshore,EE,EE00,25.5,59.0,x2550y5900,276.7,0.0
Windonshore,EE,EE00,25.5,59.2,x2550y5925,218.5,0.0
Windonshore,EE,EE00,25.5,59.5,x2550y5950,16.6,0.0
Windonshore,EE,EE00,25.8,58.0,x2575y5800,271.6,0.0
Windonshore,EE,EE00,25.8,58.2,x2575y5825,252.4,0.0
Windonshore,EE,EE00,25.8,58.5,x2575y5850,273.1,0.0
Windonshore,EE,EE00,25.8,58.8,x2575y5875,298.6,0.0
Windonshore,EE,EE00,25.8,59.0,x2575y5900,281.1,0.0
Windonshore,EE,EE00,25.8,59.2,x2575y5925,135.2,0.0
Windonshore,EE,EE00,25.8,59.5,x2575y5950,20.0,0.0
Windonshore,EE,EE00,26.0,57.8,x2600y5775,25.8,0.0
Windonshore,EE,EE00,26.0,58.0,x2600y5800,298.3,0.0
Windonshore,EE,EE00,26.0,58.2,x2600y5825,125.2,0.0
Windonshore,EE,EE00,26.0,58.5,x2600y5850,208.4,0.0
Windonshore,EE,EE00,26.0,58.8,x2600y5875,301.9,0.0
Windonshore,EE,EE00,26.0,59.0,x2600y5900,297.6,0.0
Windonshore,EE,EE00,26.0,59.2,x2600y5925,153.5,0.0
Windonshore,EE,EE00,26.0,59.5,x2600y5950,78.5,0.0
Windonshore,EE,EE00,26.2,57.8,x2625y5775,222.8,0.0
Windonshore,EE,EE00,26.2,58.0,x2625y5800,299.5,0.0
Windonshore,EE,EE00,26.2,58.2,x2625y5825,234.3,0.0
Windonshore,EE,EE00,26.2,58.5,x2625y5850,133.0,0.0
Windonshore,EE,EE00,26.2,58.8,x2625y5875,237.4,0.0
Windonshore,EE,EE00,26.2,59.0,x2625y5900,286.9,0.0
Windonshore,EE,EE00,26.2,59.2,x2625y5925,249.6,0.0
Windonshore,EE,EE00,26.2,59.5,x2625y5950,150.2,0.0
Windonshore,EE,EE00,26.5,57.8,x2650y5775,227.3,0.0
Windonshore,EE,EE00,26.5,58.0,x2650y5800,240.9,0.0
Windonshore,EE,EE00,26.5,58.2,x2650y5825,236.7,0.0
Windonshore,EE,EE00,26.5,58.5,x2650y5850,263.8,0.0
Windonshore,EE,EE00,26.5,58.8,x2650y5875,199.9,0.0
Windonshore,EE,EE00,26.5,59.0,x2650y5900,247.7,0.0
Windonshore,EE,EE00,26.5,59.2,x2650y5925,263.8,0.0
Windonshore,EE,EE00,26.5,59.5,x2650y5950,87.4,0.0
Windonshore,EE,EE00,26.8,57.8,x2675y5775,134.9,0.0
Windonshore,EE,EE00,26.8,58.0,x2675y5800,274.3,0.0
Windonshore,EE,EE00,26.8,58.2,x2675y5825,181.1,0.0
Windonshore,EE,EE00,26.8,58.5,x2675y5850,236.5,0.0
Windonshore,EE,EE00,26.8,58.8,x2675y5875,288.7,0.0
Windonshore,EE,EE00,26.8,59.0,x2675y5900,270.7,0.0
Windonshore,EE,EE00,26.8,59.2,x2675y5925,245.6,0.0
Windonshore,EE,EE00,26.8,59.5,x2675y5950,25.7,0.0
Windonshore,EE,EE00,27.0,57.8,x2700y5775,170.3,0.0
Windonshore,EE,EE00,27.0,58.0,x2700y5800,180.4,0.0
Windonshore,EE,EE00,27.0,58.2,x2700y5825,220.6,0.0
Windonshore,EE,EE00,27.0,58.5,x2700y5850,287.3,0.0
Windonshore,EE,EE00,27.0,58.8,x2700y5875,165.9,0.0
Windonshore,EE,EE00,27.0,59.0,x2700y5900,240.0,0.0
Windonshore,EE,EE00,27.0,59.2,x2700y5925,213.7,0.0
Windonshore,EE,EE00,27.0,59.5,x2700y5950,10.7,0.0
Windonshore,EE,EE00,27.2,57.8,x2725y5775,185.8,0.0
Windonshore,EE,EE00,27.2,58.0,x2725y5800,283.4,0.0
Windonshore,EE,EE00,27.2,58.2,x2725y5825,236.6,0.0
Windonshore,EE,EE00,27.2,58.5,x2725y5850,101.0,0.0
Windonshore,EE,EE00,27.2,58.8,x2725y5875,17.3,0.0
Windonshore,EE,EE00,27.2,59.0,x2725y5900,127.4,0.0
Windonshore,EE,EE00,27.2,59.2,x2725y5925,199.8,0.0
Windonshore,EE,EE00,27.2,59.5,x2725y5950,0.0,0.0
Windonshore,EE,EE00,27.5,57.8,x2750y5775,53.5,0.0
Windonshore,EE,EE00,27.5,58.0,x2750y5800,195.4,0.0
Windonshore,EE,EE00,27.5,58.2,x2750y5825,46.4,0.0
Windonshore,EE,EE00,27.5,59.0,x2750y5900,53.0,0.0
Windonshore,EE,EE00,27.5,59.2,x2750y5925,180.5,0.0
Windonshore,EE,EE00,27.5,59.5,x2750y5950,0.6,0.0
Windonshore,EE,EE00,27.8,57.8,x2775y5775,1.1,0.0
Windonshore,EE,EE00,27.8,58.0,x2775y5800,6.8,0.0
Windonshore,EE,EE00,27.8,59.0,x2775y5900,1.7,0.0
Windonshore,EE,EE00,27.8,59.2,x2775y5925,52.2,0.0
Windonshore,EE,EE00,27.8,59.5,x2775y5950,0.3,0.0
Windonshore,EE,EE00,28.0,59.2,x2800y5925,10.4,0.0
Windonshore,FI,FI1B,23.0,60.0,x2300y6000,29.5,0.0
Windonshore,FI,FI1B,23.2,60.0,x2325y6000,106.1,0.0
Windonshore,FI,FI1B,23.5,60.0,x2350y6000,73.9,0.0
Windonshore,FI,FI1B,23.5,60.2,x2350y6025,4.3,0.0
Windonshore,FI,FI1B,23.8,60.0,x2375y6000,31.2,0.0
Windonshore,FI,FI1B,23.8,60.2,x2375y6025,53.5,0.0
Windonshore,FI,FI1B,23.8,60.5,x2375y6050,31.6,0.0
Windonshore,FI,FI1B,24.0,60.0,x2400y6000,2.6,0.0
Windonshore,FI,FI1B,24.0,60.2,x2400y6025,58.3,0.0
Windonshore,FI,FI1B,24.0,60.5,x2400y6050,213.8,0.0
Windonshore,FI,FI1B,24.0,60.8,x2400y6075,0.0,0.0
Windonshore,FI,FI1B,24.2,60.2,x2425y6025,15.8,0.0
Windonshore,FI,FI1B,24.2,60.5,x2425y6050,246.4,0.0
Windonshore,FI,FI1B,24.5,60.2,x2450y6025,6.7,0.0
Windonshore,FI,FI1B,24.5,60.5,x2450y6050,197.0,0.0
Windonshore,FI,FI1B,24.5,60.8,x2450y6075,1.8,0.0
Windonshore,FI,FI1B,24.8,60.2,x2475y6025,12.2,0.0
Windonshore,FI,FI1B,24.8,60.5,x2475y6050,157.7,0.0
Windonshore,FI,FI1B,24.8,60.8,x2475y6075,0.1,0.0
Windonshore,FI,FI1B,25.0,60.5,x2500y6050,124.9,0.0
Windonshore,FI,FI1B,25.0,60.8,x2500y6075,28.9,0.0
Windonshore,FI,FI1B,25.2,60.5,x2525y6050,189.7,0.0
Windonshore,FI,FI1B,25.2,60.8,x2525y6075,140.1,0.0
Windonshore,FI,FI1B,25.5,60.2,x2550y6025,9.7,0.0
Windonshore,FI,FI1B,25.5,60.5,x2550y6050,144.6,0.0
Windonshore,FI,FI1B,25.5,60.8,x2550y6075,116.5,0.0
Windonshore,FI,FI1B,25.8,60.2,x2575y6025,43.9,0.0
Windonshore,FI,FI1B,25.8,60.5,x2575y6050,49.2,0.0
