Windonshore.UK.UKH3 670.1
Windonshore.UK.UKJ1 1095.9
Windonshore.UK.UKJ2 1108.6
Windonshore.UK.UKJ3 458.4
Windonshore.UK.UKJ4 577.2
Windonshore.UK.UKK1 1288.3
Windonshore.UK.UKK2 1743.6
Windonshore.UK.UKK3 942.8
Windonshore.UK.UKK4 2480.1
Windonshore.UK.UKL1 3222.3
Windonshore.UK.UKL2 2034.2
Windonshore.UK.UKM5 2121.4
Windonshore.UK.UKM6 5072.1
Windonshore.UK.UKM7 3368.0
Windonshore.UK.UKM8 82.4
Windonshore.UK.UKM9 5893.3
Windonshore.UK.UKN0 6013.0
